         4076295 function calls (3999034 primitive calls) in 8.830 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.018    0.002 magic_arguments.py:171(construct_parser)
      979    0.001    0.000    0.018    0.000 __init__.py:715(__setitem__)
       40    0.000    0.000    0.018    0.000 basevalidators.py:2592(validate_coerce)
     3509    0.005    0.000    0.018    0.000 <frozen importlib._bootstrap>:71(__init__)
       20    0.000    0.000    0.018    0.001 _distn_infrastructure.py:3260(__init__)
        2    0.000    0.000    0.018    0.009 overrides.py:1(<module>)
      154    0.001    0.000    0.018    0.000 basedatatypes.py:5179(_set_prop)
        1    0.000    0.000    0.018    0.018 _minimize.py:1(<module>)
        1    0.000    0.000    0.018    0.018 patsy.py:1(<module>)
     3504    0.007    0.000    0.018    0.000 ntpath.py:87(isabs)
        1    0.000    0.000    0.017    0.017 offsetbox.py:1(<module>)
    94669    0.017    0.000    0.017    0.000 {built-in method builtins.min}
   125590    0.017    0.000    0.017    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.017    0.017 font_manager.py:1(<module>)
      143    0.000    0.000    0.017    0.000 _decorators.py:484(__call__)
      109    0.001    0.000    0.017    0.000 _distn_infrastructure.py:1901(_attach_methods)
      129    0.000    0.000    0.017    0.000 _distn_infrastructure.py:726(_attach_argparser_methods)
       98    0.001    0.000    0.017    0.000 docscrape.py:384(_parse)
    21743    0.008    0.000    0.017    0.000 sre_parse.py:255(get)
        1    0.000    0.000    0.017    0.017 _coordinate_descent.py:1(<module>)
        1    0.000    0.000    0.017    0.017 data_utils.py:1(<module>)
     9242    0.007    0.000    0.017    0.000 {built-in method builtins.max}
     2197    0.004    0.000    0.017    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        1    0.000    0.000    0.017    0.017 named_commands.py:1(<module>)
        1    0.000    0.000    0.016    0.016 axis.py:1(<module>)
        1    0.000    0.000    0.016    0.016 cursor_shapes.py:1(<module>)
        1    0.000    0.000    0.016    0.016 reusable_executor.py:1(<module>)
        1    0.000    0.000    0.016    0.016 gradient_boosting.py:1(<module>)
        1    0.000    0.000    0.016    0.016 _mgc.py:1(<module>)
        3    0.000    0.000    0.016    0.005 datetimes.py:1(<module>)
        3    0.000    0.000    0.016    0.005 image.py:1(<module>)
      314    0.001    0.000    0.016    0.000 _docscrape.py:195(_read_to_next_section)
      314    0.001    0.000    0.016    0.000 _docscrape.py:206(_read_sections)
        1    0.000    0.000    0.016    0.016 series.py:1(<module>)
      303    0.007    0.000    0.015    0.000 _colorconv.py:164(lab2xyz)
        1    0.000    0.000    0.015    0.015 lines.py:1(<module>)
        2    0.000    0.000    0.015    0.008 appdirs.py:1(<module>)
        5    0.000    0.000    0.015    0.003 parser.py:1(<module>)
     3333    0.007    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
        1    0.000    0.000    0.015    0.015 process_executor.py:1(<module>)
      447    0.001    0.000    0.015    0.000 artist.py:1538(number_of_parameters)
        1    0.000    0.000    0.015    0.015 query_params_proxy.py:1(<module>)
        2    0.000    0.000    0.015    0.008 _adapters.py:1(<module>)
        2    0.000    0.000    0.015    0.008 extending.py:1(<module>)
    78644    0.013    0.000    0.015    0.000 {method 'get' of 'dict' objects}
        4    0.000    0.000    0.015    0.004 categorical.py:1(<module>)
        1    0.000    0.000    0.015    0.015 polar.py:1(<module>)
        1    0.000    0.000    0.015    0.015 take.py:1(<module>)
        3    0.015    0.005    0.015    0.005 shape_base.py:219(vstack)
       86    0.001    0.000    0.015    0.000 _param_validation.py:182(wrapper)
  516/463    0.001    0.000    0.015    0.000 copy.py:259(_reconstruct)
        1    0.000    0.000    0.015    0.015 parfor_lowering.py:1(<module>)
6393/1132    0.002    0.000    0.015    0.000 abc.py:121(__subclasscheck__)
        3    0.000    0.000    0.014    0.005 auto_suggest.py:1(<module>)
     2458    0.009    0.000    0.014    0.000 functools.py:35(update_wrapper)
      261    0.002    0.000    0.014    0.000 compute.py:268(_make_signature)
     7016    0.005    0.000    0.014    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.014    0.007 _classes.py:1(<module>)
6393/1132    0.012    0.000    0.014    0.000 {built-in method _abc._abc_subclasscheck}
      522    0.003    0.000    0.014    0.000 sre_compile.py:560(_compile_info)
      315    0.001    0.000    0.014    0.000 typing.py:1138(__getitem__)
     2702    0.007    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
     5537    0.012    0.000    0.014    0.000 <frozen importlib._bootstrap>:100(acquire)
        1    0.000    0.000    0.014    0.014 _logistic.py:1(<module>)
       98    0.001    0.000    0.014    0.000 dataclasses.py:527(_init_fn)
      371    0.000    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.014    0.014 pairwise.py:1(<module>)
        1    0.000    0.000    0.014    0.014 _bagging.py:1(<module>)
      212    0.001    0.000    0.014    0.000 typing.py:523(Optional)
        2    0.000    0.000    0.014    0.007 value.py:1(<module>)
        2    0.000    0.000    0.014    0.007 construction.py:1(<module>)
        1    0.000    0.000    0.014    0.014 typeshed.py:1(<module>)
        1    0.000    0.000    0.014    0.014 cpu.py:1(<module>)
        2    0.000    0.000    0.013    0.007 _template.py:1(<module>)
      946    0.001    0.000    0.013    0.000 basevalidators.py:1443(perform_validate_coerce)
      439    0.001    0.000    0.013    0.000 typing.py:1147(copy_with)
    26845    0.009    0.000    0.013    0.000 sre_parse.py:165(__getitem__)
        1    0.000    0.000    0.013    0.013 _additive.py:1(<module>)
        1    0.002    0.002    0.013    0.013 c_parser_wrapper.py:355(_concatenate_chunks)
        1    0.000    0.000    0.013    0.013 memory.py:1(<module>)
        2    0.001    0.000    0.013    0.007 message.py:1(<module>)
    19232    0.013    0.000    0.013    0.000 {method 'split' of 'str' objects}
     7045    0.013    0.000    0.013    0.000 {built-in method _thread.allocate_lock}
       94    0.001    0.000    0.013    0.000 __init__.py:1399(_preprocess_data)
     5537    0.011    0.000    0.013    0.000 <frozen importlib._bootstrap>:125(release)
        1    0.000    0.000    0.013    0.013 highlevel.py:1(<module>)
      970    0.001    0.000    0.013    0.000 artist.py:1544(is_alias)
        1    0.000    0.000    0.013    0.013 _linprog.py:1(<module>)
     1765    0.000    0.000    0.013    0.000 {built-in method builtins.next}
      200    0.000    0.000    0.013    0.000 pyplot.py:165(_copy_docstring_and_deprecators)
       10    0.000    0.000    0.013    0.001 typeconv.py:103(safe_unsafe)
        1    0.000    0.000    0.013    0.013 _json.py:1(<module>)
        1    0.000    0.000    0.013    0.013 pythonapi.py:1(<module>)
        1    0.000    0.000    0.013    0.013 _explainer.py:1(<module>)
     2009    0.006    0.000    0.013    0.000 enum.py:89(__setitem__)
        1    0.000    0.000    0.013    0.013 stub_value.py:1(<module>)
3402/2317    0.003    0.000    0.013    0.000 copy.py:201(_deepcopy_list)
    17756    0.013    0.000    0.013    0.000 {method 'expandtabs' of 'str' objects}
        2    0.000    0.000    0.013    0.006 sklearn.py:1(<module>)
     3340    0.003    0.000    0.013    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.012    0.012 ewm.py:1(<module>)
        2    0.000    0.000    0.012    0.006 eval.py:1(<module>)
        1    0.000    0.000    0.012    0.012 session_state_proxy.py:1(<module>)
      100    0.001    0.000    0.012    0.000 pyplot.py:198(_add_pyplot_note)
        1    0.000    0.000    0.012    0.012 basedatatypes.py:1(<module>)
        2    0.000    0.000    0.012    0.006 subprocess.py:461(run)
21437/21414    0.008    0.000    0.012    0.000 abstract.py:121(__hash__)
        3    0.000    0.000    0.012    0.004 history.py:1(<module>)
        1    0.000    0.000    0.012    0.012 _scorer.py:1(<module>)
        1    0.000    0.000    0.012    0.012 _chunking.py:1(<module>)
    27063    0.012    0.000    0.012    0.000 sre_parse.py:234(__next)
        1    0.000    0.000    0.012    0.012 describe.py:1(<module>)
        4    0.000    0.000    0.012    0.003 algorithms.py:307(unique)
        4    0.011    0.003    0.012    0.003 algorithms.py:427(unique_with_mask)
       40    0.000    0.000    0.011    0.000 basevalidators.py:1623(validate_coerce)
        1    0.000    0.000    0.011    0.011 string_.py:1(<module>)
     1477    0.002    0.000    0.011    0.000 typing.py:947(__init__)
        1    0.000    0.000    0.011    0.011 _param_validation.py:1(<module>)
        1    0.000    0.000    0.011    0.011 tracker.py:1(<module>)
       14    0.000    0.000    0.011    0.001 _line.py:103(__init__)
        1    0.000    0.000    0.011    0.011 _store_backends.py:1(<module>)
     2435    0.001    0.000    0.011    0.000 typing.py:515(<genexpr>)
        1    0.000    0.000    0.011    0.011 platform.py:360(win32_ver)
       19    0.000    0.000    0.011    0.001 decorators.py:239(njit)
       19    0.000    0.000    0.011    0.001 decorators.py:26(jit)
        4    0.000    0.000    0.011    0.003 _layout.py:6174(__init__)
        2    0.000    0.000    0.011    0.005 secrets.py:1(<module>)
        1    0.000    0.000    0.011    0.011 platform.py:261(_syscmd_ver)
        1    0.000    0.000    0.011    0.011 subprocess.py:373(check_output)
        1    0.000    0.000    0.011    0.011 document.py:1(<module>)
     4144    0.005    0.000    0.011    0.000 artist.py:1557(aliased_name)
        5    0.000    0.000    0.011    0.002 display.py:1(<module>)
        1    0.000    0.000    0.011    0.011 axis3d.py:1(<module>)
        3    0.000    0.000    0.011    0.004 types.py:1(<module>)
       20    0.000    0.000    0.011    0.001 dispatcher.py:758(__init__)
        1    0.000    0.000    0.011    0.011 _templates.py:94(__setitem__)
       89    0.004    0.000    0.011    0.000 traitlets.py:235(getmembers)
       19    0.000    0.000    0.011    0.001 decorators.py:202(wrapper)
      958    0.001    0.000    0.011    0.000 basevalidators.py:16(fullmatch)
        1    0.000    0.000    0.011    0.011 parfor.py:1(<module>)
        1    0.000    0.000    0.011    0.011 _dispatcher.py:1(<module>)
      321    0.000    0.000    0.011    0.000 abc.py:110(register)
      103    0.002    0.000    0.011    0.000 artist.py:170(<listcomp>)
        1    0.000    0.000    0.011    0.011 _root.py:1(<module>)
      129    0.000    0.000    0.010    0.000 _distn_infrastructure.py:674(__init__)
        2    0.000    0.000    0.010    0.005 _spectral.py:1(<module>)
      444    0.001    0.000    0.010    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.010    0.010 _templates.py:157(default)
      321    0.000    0.000    0.010    0.000 {built-in method _abc._abc_register}
    70354    0.010    0.000    0.010    0.000 {method 'rstrip' of 'str' objects}
        3    0.000    0.000    0.010    0.003 validation.py:1(<module>)
        1    0.000    0.000    0.010    0.010 design_info.py:1(<module>)
       20    0.000    0.000    0.010    0.001 _distn_infrastructure.py:3321(_construct_docstrings)
     8106    0.007    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       12    0.000    0.000    0.010    0.001 basedatatypes.py:5886(__setitem__)
4421/1357    0.008    0.000    0.010    0.000 sre_parse.py:175(getwidth)
    84988    0.010    0.000    0.010    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.010    0.010 pythoncom.py:1(<module>)
      444    0.010    0.000    0.010    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.010    0.003 logger.py:1(<module>)
    41001    0.010    0.000    0.010    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.010    0.010 grammar.py:1(<module>)
    16212    0.006    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        2    0.000    0.000    0.010    0.005 pandas_compat.py:616(<listcomp>)
     14/8    0.000    0.000    0.010    0.001 functools.py:961(__get__)
      303    0.003    0.000    0.010    0.000 _colorconv.py:431(xyz2rgb)
        3    0.000    0.000    0.010    0.003 _basic.py:1(<module>)
        1    0.000    0.000    0.010    0.010 __wrapt__.py:1(<module>)
      165    0.003    0.000    0.010    0.000 pandas_compat.py:588(convert_column)
    24655    0.007    0.000    0.009    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.009    0.009 quiver.py:1(<module>)
       50    0.000    0.000    0.009    0.000 typing.py:2267(__new__)
        1    0.000    0.000    0.009    0.009 npytypes.py:1(<module>)
     1198    0.004    0.000    0.009    0.000 _docscrape.py:68(read_to_condition)
    12540    0.006    0.000    0.009    0.000 typing.py:935(_is_dunder)
        1    0.000    0.000    0.009    0.009 arrow.py:1(<module>)
        1    0.000    0.000    0.009    0.009 frame.py:509(DataFrame)
       12    0.000    0.000    0.009    0.001 __init__.py:340(__init__)
        2    0.000    0.000    0.009    0.005 interval.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _show_progress.py:1(<module>)
        3    0.000    0.000    0.009    0.003 helpers.py:1(<module>)
      104    0.001    0.000    0.009    0.000 _docscrape.py:218(_parse_param_list)
      254    0.001    0.000    0.009    0.000 metrics_util.py:319(gather_metrics)
        1    0.000    0.000    0.009    0.009 version.py:301(Version)
        1    0.000    0.000    0.009    0.009 _rotation_groups.py:1(<module>)
        5    0.000    0.000    0.009    0.002 errors.py:1(<module>)
      156    0.008    0.000    0.009    0.000 concat.py:52(concat_compat)
       43    0.002    0.000    0.009    0.000 inspect.py:1244(getfullargspec)
        1    0.000    0.000    0.009    0.009 __init__.py:989(version)
      125    0.000    0.000    0.009    0.000 metrics_util.py:347(wrapper)
        1    0.000    0.000    0.009    0.009 qualitative.py:1(<module>)
       53    0.000    0.000    0.009    0.000 typing.py:2247(_make_nmtuple)
        1    0.000    0.000    0.009    0.009 typeof.py:1(<module>)
       11    0.009    0.001    0.009    0.001 {built-in method _ctypes.LoadLibrary}
        1    0.000    0.000    0.009    0.009 textpath.py:1(<module>)
        2    0.000    0.000    0.009    0.004 decoder.py:1(<module>)
        1    0.000    0.000    0.009    0.009 session_state.py:1(<module>)
      173    0.001    0.000    0.009    0.000 frame.py:4062(__getitem__)
       98    0.001    0.000    0.009    0.000 docscrape.py:228(_parse_param_list)
        5    0.000    0.000    0.009    0.002 _colorscale.py:169(__init__)
    21891    0.009    0.000    0.009    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        2    0.000    0.000    0.009    0.004 format.py:1(<module>)
